CLIENTNUM,Card_Category,Income_Category,Customer_Age,Total_Relationship_Count,Total_Trans_Ct,Months_Inactive_12_mon,Contacts_Count_12_mon,Avg_Utilization_Ratio,Actual_Attrition,Churn_Probability,Risk_Tier
717825033,Blue,$60K - $80K,50,3,80,3,2,0.459,Existing Customer,0.0159,Low
708254733,Blue,Less than $40K,41,5,85,4,1,0.631,Existing Customer,0.0159,Low
710039208,Blue,Unknown,57,3,87,3,1,0.458,Existing Customer,0.0159,Low
789121233,Blue,Less than $40K,53,5,76,1,3,0.983,Existing Customer,0.0159,Low
717846108,Blue,$60K - $80K,49,5,74,3,2,0.07,Existing Customer,0.0159,Low
799707858,Blue,Less than $40K,50,6,57,1,2,0.281,Existing Customer,0.0158,Low
720696558,Blue,$80K - $120K,44,5,85,2,4,0.038,Existing Customer,0.0158,Low
710532258,Blue,Less than $40K,48,1,83,1,1,0.684,Existing Customer,0.0158,Low
716485308,Blue,Less than $40K,43,4,93,3,3,0.866,Existing Customer,0.0158,Low
771688983,Blue,Less than $40K,53,4,68,1,2,0.804,Existing Customer,0.0158,Low
816826008,Blue,Less than $40K,41,1,84,1,2,0.512,Existing Customer,0.0158,Low
709935708,Blue,$40K - $60K,55,2,77,1,2,0.5,Existing Customer,0.0158,Low
717091533,Blue,Unknown,29,5,84,2,3,0.086,Existing Customer,0.0158,Low
804344733,Blue,Less than $40K,46,3,89,2,2,0.473,Existing Customer,0.0157,Low
717849708,Blue,$60K - $80K,46,5,87,3,3,0.513,Existing Customer,0.0157,Low
716492583,Blue,Less than $40K,37,6,89,3,4,0.715,Existing Customer,0.0157,Low
720968583,Blue,Unknown,52,3,63,1,2,0.071,Existing Customer,0.0157,Low
708269583,Blue,Less than $40K,42,6,86,2,4,0.679,Existing Customer,0.0157,Low
718360083,Blue,$120K +,39,6,70,3,2,0.07,Existing Customer,0.0157,Low
797389758,Silver,$40K - $60K,42,6,79,2,1,0.0,Existing Customer,0.0157,Low
709965858,Blue,$120K +,46,4,80,3,3,0.181,Existing Customer,0.0157,Low
709449333,Blue,$60K - $80K,49,6,72,2,2,0.45,Existing Customer,0.0157,Low
758168133,Blue,$40K - $60K,50,2,86,3,1,0.255,Existing Customer,0.0156,Low
717380133,Blue,$40K - $60K,65,6,72,4,1,0.578,Existing Customer,0.0156,Low
719857008,Blue,$40K - $60K,37,3,81,3,1,0.762,Existing Customer,0.0156,Low
714965958,Blue,$40K - $60K,47,6,83,2,3,0.812,Existing Customer,0.0156,Low
713827383,Blue,Less than $40K,65,3,44,2,0,0.78,Existing Customer,0.0156,Low
709732608,Blue,Less than $40K,41,4,82,3,3,0.739,Existing Customer,0.0156,Low
710159658,Blue,$120K +,46,5,71,2,2,0.03,Existing Customer,0.0155,Low
713564208,Blue,Less than $40K,34,4,64,1,1,0.692,Existing Customer,0.0155,Low
713048733,Blue,$120K +,50,3,75,1,1,0.054,Existing Customer,0.0155,Low
710723958,Blue,Unknown,43,5,86,1,1,0.341,Existing Customer,0.0155,Low
720989133,Blue,Less than $40K,41,2,82,1,2,0.661,Existing Customer,0.0155,Low
715448058,Blue,Less than $40K,42,6,50,4,1,0.598,Existing Customer,0.0155,Low
720837708,Blue,Less than $40K,42,1,94,2,3,0.46,Existing Customer,0.0154,Low
801994458,Blue,$40K - $60K,58,3,65,2,3,0.649,Existing Customer,0.0154,Low
801989733,Blue,$60K - $80K,55,6,76,3,2,0.156,Existing Customer,0.0154,Low
790112133,Blue,$40K - $60K,47,5,83,3,2,0.628,Existing Customer,0.0154,Low
812973708,Blue,$40K - $60K,42,6,69,2,4,0.595,Existing Customer,0.0154,Low
779032308,Blue,$80K - $120K,46,4,66,2,3,0.467,Existing Customer,0.0154,Low
713940033,Blue,Less than $40K,47,5,79,1,3,0.713,Existing Customer,0.0154,Low
713440833,Blue,Less than $40K,61,5,84,3,3,0.915,Existing Customer,0.0153,Low
712804383,Blue,Less than $40K,56,1,82,1,2,0.557,Existing Customer,0.0153,Low
801977733,Blue,Less than $40K,40,4,82,2,2,0.6,Existing Customer,0.0153,Low
718940208,Blue,Unknown,55,6,68,1,3,0.101,Existing Customer,0.0153,Low
713744058,Blue,Less than $40K,41,6,78,2,3,0.64,Existing Customer,0.0152,Low
716580033,Blue,$120K +,53,3,59,1,3,0.085,Existing Customer,0.0152,Low
715932708,Blue,$60K - $80K,41,4,75,3,1,0.278,Existing Customer,0.0152,Low
708341958,Blue,Less than $40K,31,2,86,2,3,0.924,Existing Customer,0.0152,Low
720031908,Blue,$60K - $80K,55,5,74,1,1,0.0,Existing Customer,0.0152,Low
712221408,Blue,$40K - $60K,42,5,82,3,2,0.561,Existing Customer,0.0151,Low
780707733,Blue,$80K - $120K,41,3,87,3,2,0.061,Existing Customer,0.0151,Low
812653383,Blue,$40K - $60K,55,3,92,3,3,0.825,Existing Customer,0.0151,Low
710903358,Blue,Less than $40K,65,5,77,2,1,0.218,Existing Customer,0.0151,Low
789209283,Blue,Less than $40K,48,5,84,3,0,0.185,Existing Customer,0.015,Low
788019483,Blue,$80K - $120K,49,4,122,1,3,0.209,Existing Customer,0.015,Low
716230158,Blue,$40K - $60K,35,4,83,1,4,0.276,Existing Customer,0.015,Low
718060983,Blue,Less than $40K,49,2,120,3,2,0.639,Existing Customer,0.0149,Low
814497483,Blue,$60K - $80K,60,6,47,1,2,0.215,Existing Customer,0.0149,Low
712364283,Blue,$40K - $60K,54,5,79,3,2,0.629,Existing Customer,0.0149,Low
817236708,Blue,$60K - $80K,42,6,73,2,3,0.127,Existing Customer,0.0149,Low
820648608,Blue,Less than $40K,46,3,79,1,3,0.736,Existing Customer,0.0149,Low
789477483,Blue,Unknown,40,6,76,3,1,0.336,Existing Customer,0.0148,Low
717966933,Blue,Unknown,45,3,81,1,1,0.586,Existing Customer,0.0148,Low
712423233,Blue,$60K - $80K,44,4,71,3,1,0.06,Existing Customer,0.0148,Low
719584608,Blue,$40K - $60K,40,3,79,1,1,0.0,Existing Customer,0.0148,Low
721410858,Blue,Less than $40K,54,1,90,3,0,0.694,Existing Customer,0.0148,Low
720708183,Silver,$40K - $60K,53,5,83,1,1,0.081,Existing Customer,0.0148,Low
713010483,Blue,$40K - $60K,43,6,57,1,3,0.81,Existing Customer,0.0148,Low
824761458,Blue,$80K - $120K,54,4,62,2,3,0.203,Existing Customer,0.0147,Low
794485158,Blue,$80K - $120K,38,6,46,1,2,0.679,Existing Customer,0.0147,Low
718586133,Blue,Less than $40K,43,6,85,1,3,0.0,Existing Customer,0.0147,Low
779404383,Blue,Unknown,47,6,76,2,3,0.098,Existing Customer,0.0147,Low
711040758,Blue,$40K - $60K,32,4,83,3,3,0.0,Existing Customer,0.0147,Low
713166333,Blue,Unknown,38,5,73,2,1,0.088,Existing Customer,0.0147,Low
715257708,Blue,$60K - $80K,38,4,55,2,1,0.461,Existing Customer,0.0147,Low
714146208,Blue,Less than $40K,40,6,71,1,1,0.832,Existing Customer,0.0147,Low
772198983,Blue,$40K - $60K,53,3,89,5,1,0.545,Existing Customer,0.0146,Low
715603233,Blue,$40K - $60K,53,6,74,1,2,0.637,Existing Customer,0.0146,Low
719617758,Blue,Less than $40K,56,3,76,1,3,0.728,Existing Customer,0.0146,Low
708558408,Blue,$40K - $60K,50,5,83,3,3,0.161,Existing Customer,0.0146,Low
708947208,Blue,$80K - $120K,36,4,72,3,1,0.7,Existing Customer,0.0146,Low
714169083,Blue,$120K +,48,5,74,2,0,0.047,Existing Customer,0.0146,Low
817958733,Blue,Unknown,42,6,73,1,1,0.188,Existing Customer,0.0146,Low
770278833,Blue,$120K +,43,3,82,1,3,0.06,Existing Customer,0.0146,Low
767564358,Blue,$40K - $60K,47,6,70,1,1,0.212,Existing Customer,0.0146,Low
790164408,Blue,Less than $40K,59,6,77,3,3,0.907,Existing Customer,0.0145,Low
826783233,Blue,Less than $40K,57,1,89,3,2,0.731,Existing Customer,0.0145,Low
742572558,Blue,Unknown,32,5,82,3,1,0.095,Existing Customer,0.0145,Low
819979458,Blue,Less than $40K,35,5,75,2,2,0.45,Existing Customer,0.0145,Low
711494208,Blue,Less than $40K,52,3,86,3,3,0.564,Existing Customer,0.0145,Low
788805108,Blue,$60K - $80K,47,5,80,3,3,0.098,Existing Customer,0.0144,Low
713541033,Blue,Less than $40K,39,4,85,2,3,0.726,Existing Customer,0.0144,Low
714693708,Blue,$40K - $60K,45,3,77,3,1,0.899,Existing Customer,0.0144,Low
710645583,Blue,Unknown,44,5,75,1,2,0.228,Existing Customer,0.0144,Low
771246708,Blue,$120K +,40,5,82,2,3,0.072,Existing Customer,0.0144,Low
712437108,Blue,$80K - $120K,49,3,89,3,1,0.0,Existing Customer,0.0144,Low
713642133,Blue,$40K - $60K,45,6,60,3,3,0.554,Existing Customer,0.0144,Low
708399858,Blue,Less than $40K,45,2,77,2,1,0.883,Existing Customer,0.0143,Low
712984983,Blue,Less than $40K,43,1,101,3,2,0.824,Existing Customer,0.0143,Low
712300683,Blue,Less than $40K,41,2,96,2,1,0.0,Existing Customer,0.0143,Low
712682583,Blue,$60K - $80K,44,3,90,2,2,0.167,Existing Customer,0.0143,Low
719885883,Blue,$120K +,53,6,43,2,0,0.055,Existing Customer,0.0143,Low
714687858,Blue,Less than $40K,49,6,82,1,3,0.0,Existing Customer,0.0143,Low
718282983,Blue,Less than $40K,60,6,75,3,3,0.734,Existing Customer,0.0142,Low
712204308,Blue,$40K - $60K,33,6,65,1,1,0.05,Existing Customer,0.0142,Low
712181658,Blue,$40K - $60K,37,4,86,3,1,0.645,Existing Customer,0.0142,Low
713451408,Blue,$60K - $80K,47,6,70,1,3,0.851,Existing Customer,0.0142,Low
712952283,Blue,$120K +,50,1,121,1,2,0.047,Existing Customer,0.0142,Low
715186608,Blue,$80K - $120K,43,3,120,2,3,0.762,Existing Customer,0.0142,Low
823590483,Blue,Less than $40K,62,3,75,1,1,0.77,Existing Customer,0.0142,Low
796791258,Blue,$120K +,50,5,76,2,4,0.577,Existing Customer,0.0142,Low
789097833,Blue,Less than $40K,39,4,93,3,3,0.183,Existing Customer,0.0142,Low
715220508,Blue,Less than $40K,31,4,57,2,1,0.769,Existing Customer,0.0142,Low
713996283,Blue,Less than $40K,32,4,93,5,1,0.925,Existing Customer,0.0142,Low
711004533,Blue,Less than $40K,44,6,80,3,1,0.743,Existing Customer,0.0142,Low
749211483,Blue,$40K - $60K,52,4,67,2,1,0.414,Existing Customer,0.0141,Low
710074458,Blue,Less than $40K,41,3,90,1,3,0.466,Existing Customer,0.0141,Low
715719033,Blue,Less than $40K,38,4,74,3,2,0.759,Existing Customer,0.0141,Low
779403558,Blue,Less than $40K,56,5,73,1,1,0.0,Existing Customer,0.0141,Low
779458383,Blue,Less than $40K,50,6,73,2,3,0.806,Existing Customer,0.0141,Low
714070758,Blue,$80K - $120K,49,4,35,3,0,0.062,Existing Customer,0.0141,Low
709614333,Blue,Unknown,59,4,74,3,1,0.205,Existing Customer,0.0141,Low
717198633,Blue,$40K - $60K,53,6,49,2,1,0.708,Existing Customer,0.0141,Low
767653233,Blue,$60K - $80K,48,6,59,1,3,0.153,Existing Customer,0.0141,Low
713445183,Blue,$60K - $80K,35,4,58,3,2,0.459,Existing Customer,0.0141,Low
715670058,Blue,$120K +,50,5,76,2,4,0.048,Existing Customer,0.0141,Low
778286433,Blue,$40K - $60K,67,4,55,2,1,0.221,Existing Customer,0.0141,Low
756306183,Blue,Less than $40K,42,2,71,1,3,0.876,Existing Customer,0.014,Low
799711833,Blue,Unknown,50,2,95,1,3,0.093,Existing Customer,0.014,Low
792402483,Blue,$60K - $80K,46,5,70,2,1,0.08,Existing Customer,0.0139,Low
768412608,Blue,$40K - $60K,39,6,79,3,2,0.558,Existing Customer,0.0139,Low
781183233,Blue,Less than $40K,44,2,79,1,1,0.733,Existing Customer,0.0139,Low
716431833,Blue,$40K - $60K,38,3,96,3,4,0.104,Existing Customer,0.0139,Low
718048608,Blue,Unknown,41,5,74,3,0,0.087,Existing Customer,0.0139,Low
714969183,Blue,Less than $40K,46,2,76,3,1,0.525,Existing Customer,0.0138,Low
718892283,Blue,$40K - $60K,43,3,78,2,1,0.0,Existing Customer,0.0138,Low
717570258,Blue,Less than $40K,46,6,67,2,2,0.781,Existing Customer,0.0138,Low
719034183,Blue,Less than $40K,46,5,86,1,3,0.878,Existing Customer,0.0138,Low
712070208,Blue,Unknown,61,4,82,4,1,0.368,Existing Customer,0.0138,Low
721194858,Blue,$80K - $120K,48,6,60,2,2,0.557,Existing Customer,0.0138,Low
709368483,Blue,$40K - $60K,56,5,77,2,1,0.0,Existing Customer,0.0137,Low
716932308,Blue,Unknown,38,5,79,1,3,0.135,Existing Customer,0.0137,Low
721053633,Blue,$40K - $60K,45,2,101,2,1,0.218,Existing Customer,0.0137,Low
771819258,Blue,$120K +,52,4,82,1,2,0.0,Existing Customer,0.0137,Low
714643983,Blue,Less than $40K,42,5,73,3,3,0.731,Existing Customer,0.0137,Low
713984208,Blue,$40K - $60K,52,5,72,2,1,0.151,Existing Customer,0.0136,Low
712305333,Blue,$60K - $80K,59,4,65,2,2,0.571,Existing Customer,0.0136,Low
712961658,Blue,Less than $40K,45,1,78,1,1,0.671,Existing Customer,0.0136,Low
789698733,Blue,Less than $40K,40,5,78,3,1,0.227,Existing Customer,0.0136,Low
778722033,Blue,Less than $40K,44,2,77,2,0,0.556,Existing Customer,0.0136,Low
719674533,Blue,$80K - $120K,48,5,76,1,3,0.091,Existing Customer,0.0136,Low
789878283,Blue,$40K - $60K,39,2,117,2,2,0.372,Existing Customer,0.0136,Low
709914858,Blue,Less than $40K,48,4,84,1,2,0.268,Existing Customer,0.0136,Low
746453583,Blue,$40K - $60K,56,2,85,2,2,0.536,Existing Customer,0.0136,Low
709208808,Blue,Less than $40K,50,5,71,2,1,0.795,Existing Customer,0.0135,Low
812453283,Blue,$40K - $60K,42,2,117,2,3,0.566,Existing Customer,0.0135,Low
709082808,Blue,Less than $40K,53,2,95,3,2,0.556,Existing Customer,0.0135,Low
719013108,Blue,$40K - $60K,42,4,86,2,4,0.566,Existing Customer,0.0135,Low
717970158,Blue,$60K - $80K,42,5,84,3,2,0.0,Existing Customer,0.0135,Low
820085808,Blue,Less than $40K,54,1,86,1,2,0.517,Existing Customer,0.0135,Low
709901058,Blue,$40K - $60K,38,2,80,2,1,0.521,Existing Customer,0.0135,Low
708773583,Blue,$40K - $60K,52,5,64,2,0,0.157,Existing Customer,0.0135,Low
711197658,Blue,$40K - $60K,53,5,68,1,0,0.774,Existing Customer,0.0135,Low
711925608,Blue,$80K - $120K,42,3,81,2,2,0.089,Existing Customer,0.0135,Low
710515308,Blue,Less than $40K,42,4,84,3,1,0.53,Existing Customer,0.0135,Low
774172158,Blue,$60K - $80K,29,3,65,1,2,0.085,Existing Customer,0.0134,Low
718032483,Blue,Less than $40K,33,5,89,3,2,0.425,Existing Customer,0.0134,Low
718957083,Blue,Less than $40K,48,5,88,2,2,0.0,Existing Customer,0.0134,Low
711772983,Blue,$60K - $80K,43,5,71,2,2,0.699,Existing Customer,0.0134,Low
751166508,Blue,$80K - $120K,57,3,114,1,1,0.066,Existing Customer,0.0134,Low
757662258,Blue,$40K - $60K,46,3,77,1,1,0.597,Existing Customer,0.0133,Low
713647083,Blue,Unknown,53,5,80,2,3,0.189,Existing Customer,0.0133,Low
714144258,Blue,Less than $40K,43,6,66,2,1,0.924,Existing Customer,0.0133,Low
826480308,Blue,$80K - $120K,53,5,74,2,1,0.391,Existing Customer,0.0133,Low
779164608,Blue,Less than $40K,45,6,77,2,3,0.506,Existing Customer,0.0133,Low
780390108,Blue,$40K - $60K,44,3,81,1,2,0.311,Existing Customer,0.0133,Low
712988958,Blue,$60K - $80K,42,5,62,2,0,0.857,Existing Customer,0.0133,Low
720840108,Blue,Less than $40K,44,5,60,3,0,0.238,Existing Customer,0.0132,Low
711619608,Blue,$80K - $120K,45,6,84,3,2,0.0,Existing Customer,0.0132,Low
773332908,Blue,$60K - $80K,48,3,83,3,2,0.13,Existing Customer,0.0132,Low
715030308,Blue,$40K - $60K,42,5,67,1,2,0.618,Existing Customer,0.0132,Low
719745558,Blue,$60K - $80K,52,4,77,2,2,0.189,Existing Customer,0.0132,Low
787591008,Blue,$60K - $80K,42,2,83,1,1,0.522,Existing Customer,0.0132,Low
721213833,Blue,Unknown,46,4,75,1,3,0.179,Existing Customer,0.0132,Low
778170633,Blue,$80K - $120K,48,6,71,2,2,0.019,Existing Customer,0.0132,Low
712781883,Blue,Less than $40K,36,6,83,1,3,0.206,Existing Customer,0.0132,Low
709314408,Blue,$40K - $60K,39,5,82,3,1,0.323,Existing Customer,0.0132,Low
711129483,Blue,$60K - $80K,45,3,72,1,3,0.103,Existing Customer,0.0132,Low
710761533,Blue,$80K - $120K,44,3,87,2,3,0.069,Existing Customer,0.0131,Low
756488883,Blue,$80K - $120K,41,6,65,2,2,0.737,Existing Customer,0.0131,Low
709739283,Blue,Unknown,62,3,75,3,3,0.099,Existing Customer,0.0131,Low
718645308,Blue,Less than $40K,35,3,89,3,3,0.529,Existing Customer,0.0131,Low
710310108,Blue,Less than $40K,46,3,89,3,2,0.709,Existing Customer,0.0131,Low
717355533,Blue,$120K +,56,3,120,1,2,0.038,Existing Customer,0.0131,Low
771081558,Blue,$120K +,55,3,78,2,2,0.034,Existing Customer,0.013,Low
708923658,Blue,Less than $40K,41,3,92,2,2,0.196,Existing Customer,0.013,Low
823840458,Blue,Unknown,47,4,82,2,2,0.83,Existing Customer,0.013,Low
711176133,Blue,Less than $40K,28,6,82,3,4,0.442,Existing Customer,0.013,Low
771400608,Blue,Unknown,56,2,76,1,2,0.168,Existing Customer,0.013,Low
788667408,Blue,Less than $40K,50,6,66,1,1,0.613,Existing Customer,0.013,Low
708161133,Blue,$40K - $60K,45,5,69,1,2,0.21,Existing Customer,0.013,Low
711287733,Blue,$40K - $60K,45,3,74,2,1,0.273,Existing Customer,0.013,Low
713901108,Blue,$60K - $80K,37,6,80,1,4,0.0,Existing Customer,0.013,Low
795713058,Blue,$40K - $60K,45,3,76,1,2,0.398,Existing Customer,0.013,Low
710912733,Blue,Less than $40K,44,3,91,2,4,0.902,Existing Customer,0.013,Low
715207458,Blue,Less than $40K,46,2,90,2,1,0.529,Existing Customer,0.013,Low
757300008,Blue,Unknown,44,4,80,3,3,0.288,Existing Customer,0.013,Low
719732433,Blue,$60K - $80K,54,5,78,3,1,0.079,Existing Customer,0.013,Low
720070383,Blue,Unknown,41,6,84,3,3,0.809,Existing Customer,0.0129,Low
793625583,Blue,$40K - $60K,48,6,67,1,1,0.558,Existing Customer,0.0129,Low
715161633,Blue,$40K - $60K,44,6,77,3,3,0.319,Existing Customer,0.0129,Low
708651933,Blue,$60K - $80K,56,3,57,1,2,0.944,Existing Customer,0.0129,Low
718500633,Blue,Less than $40K,45,5,58,1,1,0.239,Existing Customer,0.0129,Low
715728108,Blue,Less than $40K,27,1,131,1,2,0.319,Existing Customer,0.0129,Low
759127158,Blue,$40K - $60K,48,3,85,1,3,0.0,Existing Customer,0.0128,Low
713824983,Blue,Less than $40K,43,1,98,1,0,0.129,Existing Customer,0.0128,Low
708301683,Blue,$80K - $120K,40,6,90,2,3,0.051,Attrited Customer,0.0128,Low
718324983,Blue,Less than $40K,60,5,83,3,3,0.707,Existing Customer,0.0128,Low
716702358,Blue,Less than $40K,44,5,83,3,2,0.299,Existing Customer,0.0128,Low
714533058,Blue,Less than $40K,53,4,86,2,3,0.501,Existing Customer,0.0128,Low
709945458,Blue,$60K - $80K,52,3,82,1,1,0.356,Existing Customer,0.0128,Low
708745983,Blue,$40K - $60K,37,4,81,2,2,0.706,Existing Customer,0.0128,Low
768805383,Blue,$60K - $80K,45,5,42,1,3,0.061,Existing Customer,0.0127,Low
779041983,Blue,$40K - $60K,41,6,81,2,2,0.0,Existing Customer,0.0127,Low
712055433,Blue,Less than $40K,39,2,116,2,1,0.576,Existing Customer,0.0127,Low
768582033,Blue,$40K - $60K,47,6,76,3,4,0.283,Existing Customer,0.0127,Low
712827258,Blue,$40K - $60K,37,5,77,0,3,0.0,Existing Customer,0.0127,Low
714413283,Blue,$80K - $120K,46,6,69,1,1,0.079,Existing Customer,0.0127,Low
713205108,Blue,$40K - $60K,42,3,76,1,1,0.545,Existing Customer,0.0127,Low
718487958,Blue,Less than $40K,53,5,76,3,0,0.466,Existing Customer,0.0127,Low
711047658,Blue,Less than $40K,46,4,83,2,2,0.738,Existing Customer,0.0127,Low
796236258,Blue,$40K - $60K,48,5,86,1,2,0.458,Existing Customer,0.0127,Low
711648708,Blue,$80K - $120K,44,3,84,3,2,0.029,Existing Customer,0.0127,Low
712877733,Blue,$80K - $120K,48,6,84,3,3,0.109,Existing Customer,0.0127,Low
716131083,Blue,$40K - $60K,47,6,69,1,3,0.806,Existing Customer,0.0126,Low
787491483,Blue,$80K - $120K,41,5,80,2,3,0.038,Existing Customer,0.0126,Low
810868758,Blue,$40K - $60K,39,5,52,1,2,0.14,Existing Customer,0.0126,Low
717947508,Blue,$80K - $120K,47,5,83,1,3,0.623,Existing Customer,0.0126,Low
720249183,Blue,Unknown,46,5,90,2,3,0.112,Existing Customer,0.0126,Low
709476033,Blue,$120K +,55,2,120,1,2,0.274,Existing Customer,0.0125,Low
818239983,Blue,$80K - $120K,53,2,118,1,2,0.102,Existing Customer,0.0125,Low
789238683,Blue,$120K +,53,4,89,2,2,0.0,Existing Customer,0.0125,Low
720093333,Blue,$120K +,41,6,79,1,3,0.718,Existing Customer,0.0125,Low
799253808,Silver,$80K - $120K,42,5,120,2,3,0.037,Existing Customer,0.0125,Low
713310558,Blue,$40K - $60K,47,5,74,2,2,0.796,Existing Customer,0.0125,Low
794113758,Blue,$60K - $80K,60,6,55,1,2,0.205,Existing Customer,0.0124,Low
715814433,Blue,$80K - $120K,44,6,83,2,3,0.197,Existing Customer,0.0124,Low
816549933,Blue,$80K - $120K,50,4,82,2,2,0.588,Existing Customer,0.0124,Low
715518783,Blue,Less than $40K,48,2,128,3,1,0.523,Existing Customer,0.0124,Low
788930358,Blue,$40K - $60K,42,2,81,2,2,0.671,Existing Customer,0.0124,Low
709836258,Blue,Less than $40K,45,5,81,1,2,0.694,Existing Customer,0.0124,Low
824155458,Blue,$80K - $120K,48,5,72,1,2,0.145,Existing Customer,0.0123,Low
712253058,Blue,Less than $40K,48,1,83,2,1,0.598,Existing Customer,0.0123,Low
718993533,Blue,$80K - $120K,44,2,103,3,0,0.084,Existing Customer,0.0123,Low
720260433,Blue,$40K - $60K,46,2,95,3,2,0.506,Existing Customer,0.0123,Low
712171158,Blue,Less than $40K,42,6,79,1,1,0.0,Existing Customer,0.0123,Low
789179583,Blue,Unknown,28,5,87,3,2,0.125,Existing Customer,0.0123,Low
789233808,Blue,Unknown,38,6,74,2,2,0.576,Existing Customer,0.0123,Low
711199908,Blue,$60K - $80K,41,3,71,1,2,0.532,Existing Customer,0.0123,Low
780277458,Blue,Less than $40K,52,2,89,2,3,0.867,Existing Customer,0.0123,Low
778830933,Blue,$80K - $120K,40,3,78,2,0,0.576,Existing Customer,0.0123,Low
711032058,Silver,$80K - $120K,34,6,75,4,3,0.073,Existing Customer,0.0123,Low
714688833,Blue,Less than $40K,47,4,95,2,2,0.0,Existing Customer,0.0123,Low
710207208,Blue,Less than $40K,31,3,121,1,3,0.53,Existing Customer,0.0123,Low
711220683,Blue,$60K - $80K,48,4,70,1,3,0.154,Existing Customer,0.0123,Low
716204883,Blue,$60K - $80K,53,5,66,3,1,0.246,Existing Customer,0.0123,Low
719991783,Silver,$80K - $120K,40,5,67,3,0,0.063,Existing Customer,0.0122,Low
717972408,Blue,$80K - $120K,44,6,78,3,3,0.788,Existing Customer,0.0122,Low
817960533,Blue,$60K - $80K,41,5,84,3,2,0.494,Existing Customer,0.0122,Low
713935533,Silver,$40K - $60K,44,5,78,1,3,0.045,Existing Customer,0.0121,Low
721412208,Blue,Less than $40K,57,4,79,2,2,0.629,Existing Customer,0.0121,Low
710884683,Silver,$80K - $120K,48,6,80,2,5,0.023,Existing Customer,0.0121,Low
721254858,Blue,Less than $40K,42,6,70,1,1,0.634,Existing Customer,0.0121,Low
772076208,Blue,$80K - $120K,58,6,70,3,0,0.044,Existing Customer,0.0121,Low
713675658,Blue,Unknown,36,6,85,3,2,0.086,Existing Customer,0.0121,Low
821813058,Blue,$80K - $120K,42,4,77,2,1,0.098,Existing Customer,0.0121,Low
710360583,Blue,$60K - $80K,46,1,101,1,0,0.072,Existing Customer,0.0121,Low
718396533,Blue,$80K - $120K,47,5,83,3,3,0.19,Existing Customer,0.0121,Low
767114958,Blue,Less than $40K,65,4,70,2,2,0.643,Existing Customer,0.0121,Low
769196433,Blue,Less than $40K,55,4,62,1,1,0.943,Existing Customer,0.012,Low
719632683,Blue,$40K - $60K,40,6,83,3,3,0.865,Existing Customer,0.012,Low
711309033,Blue,$60K - $80K,41,6,65,2,2,0.134,Existing Customer,0.012,Low
710820783,Blue,Unknown,45,6,78,1,2,0.0,Existing Customer,0.012,Low
779210283,Blue,$40K - $60K,36,6,74,2,4,0.691,Existing Customer,0.012,Low
719186433,Blue,Unknown,53,3,86,2,2,0.121,Existing Customer,0.012,Low
793336383,Blue,Less than $40K,47,3,92,3,4,0.751,Existing Customer,0.012,Low
709770408,Silver,$120K +,51,1,98,1,2,0.049,Existing Customer,0.0119,Low
721513833,Blue,$40K - $60K,35,6,72,3,2,0.268,Existing Customer,0.0119,Low
715085733,Blue,$40K - $60K,61,3,33,1,2,0.68,Existing Customer,0.0119,Low
710110683,Blue,$60K - $80K,52,1,83,1,3,0.128,Existing Customer,0.0119,Low
712176708,Blue,Less than $40K,51,5,87,3,3,0.605,Existing Customer,0.0119,Low
716350008,Blue,$40K - $60K,52,2,102,2,3,0.556,Existing Customer,0.0119,Low
772580958,Blue,Unknown,57,3,80,2,2,0.682,Existing Customer,0.0119,Low
709339758,Blue,$120K +,43,4,84,2,3,0.148,Existing Customer,0.0119,Low
715440558,Blue,Less than $40K,50,3,74,1,2,0.456,Existing Customer,0.0118,Low
806624208,Blue,$40K - $60K,47,6,38,0,0,0.285,Existing Customer,0.0118,Low
826451433,Silver,$80K - $120K,42,2,103,1,3,0.066,Existing Customer,0.0118,Low
718320933,Blue,$60K - $80K,47,2,96,3,1,0.197,Existing Customer,0.0118,Low
773018583,Blue,Less than $40K,38,5,75,1,2,0.705,Existing Customer,0.0118,Low
779425608,Blue,Unknown,50,6,75,1,4,0.166,Existing Customer,0.0118,Low
789351783,Blue,Less than $40K,40,3,88,2,2,0.765,Existing Customer,0.0118,Low
711909933,Blue,$80K - $120K,54,3,83,3,1,0.381,Existing Customer,0.0118,Low
804431283,Blue,Less than $40K,57,5,120,1,2,0.14,Existing Customer,0.0118,Low
710077008,Blue,$120K +,43,5,74,3,1,0.045,Existing Customer,0.0117,Low
712123008,Blue,$60K - $80K,43,2,116,3,1,0.138,Existing Customer,0.0117,Low
718785483,Silver,$80K - $120K,38,6,85,3,3,0.042,Existing Customer,0.0117,Low
771907158,Blue,$120K +,54,1,88,1,3,0.51,Existing Customer,0.0117,Low
818259558,Blue,Less than $40K,64,4,79,2,3,0.69,Existing Customer,0.0117,Low
716068683,Blue,Unknown,28,3,77,3,3,0.092,Existing Customer,0.0117,Low
719749083,Blue,Less than $40K,63,5,59,2,0,0.313,Existing Customer,0.0117,Low
817144458,Blue,Less than $40K,32,5,67,1,2,0.854,Existing Customer,0.0117,Low
715798608,Blue,$40K - $60K,45,4,89,4,2,0.251,Existing Customer,0.0117,Low
710855508,Blue,Less than $40K,45,4,70,3,1,0.652,Existing Customer,0.0117,Low
716933283,Gold,$60K - $80K,52,4,116,1,1,0.055,Existing Customer,0.0117,Low
